"id","province_id","name","alt_name","latitude","longitude"
"1402","14","KABUPATEN INDRAGIRI HULU","KABUPATEN INDRAGIRI HULU","-0.55","102.31667"
"1403","14","KABUPATEN INDRAGIRI HILIR","KABUPATEN INDRAGIRI HILIR","-0.33333","103.16667"
"1404","14","KABUPATEN PELALAWAN","KABUPATEN PELALAWAN","0.20822","102.18607"
"1405","14","KABUPATEN SIAK","KABUPATEN SIAK","0.97453","102.01355"
"1406","14","KABUPATEN KAMPAR","KABUPATEN KAMPAR","0.2344","101.2131"
"1407","14","KABUPATEN ROKAN HULU","KABUPATEN ROKAN HULU","0.88333","100.48333"
"1408","14","KABUPATEN BENGKALIS","KABUPATEN BENGKALIS","0.9838","102.5096"
"1409","14","KABUPATEN ROKAN HILIR","KABUPATEN ROKAN HILIR","2.16599","100.82514"
"1410","14","KABUPATEN KEPULAUAN MERANTI","KABUPATEN KEPULAUAN MERANTI","0.97488","102.69539"
"1471","14","KOTA PEKANBARU","KOTA PEKANBARU","0.53333","101.46667"
"1473","14","KOTA DUMAI","KOTA DUMAI","1.61592","101.4917"
"1501","15","KABUPATEN KERINCI","KABUPATEN KERINCI","-2.03333","101.53333"
"1502","15","KABUPATEN MERANGIN","KABUPATEN MERANGIN","-2.06933","102.13303"
"1503","15","KABUPATEN SAROLANGUN","KABUPATEN SAROLANGUN","-2.3","102.65"
"1504","15","KABUPATEN BATANG HARI","KABUPATEN BATANG HARI","-1.75","103.11667"
"1505","15","KABUPATEN MUARO JAMBI","KABUPATEN MUARO JAMBI","-1.55214","103.82163"
"1506","15","KABUPATEN TANJUNG JABUNG TIMUR","KABUPATEN TANJUNG JABUNG TIMUR","-1.13198","103.61755"
"1507","15","KABUPATEN TANJUNG JABUNG BARAT","KABUPATEN TANJUNG JABUNG BARAT","-1.1544","103.24402"
"1508","15","KABUPATEN TEBO","KABUPATEN TEBO","-1.45576","102.37473"
"1509","15","KABUPATEN BUNGO","KABUPATEN BUNGO","-1.50222","101.96"
"1571","15","KOTA JAMBI","KOTA JAMBI","-1.61667","103.65"
"1572","15","KOTA SUNGAI PENUH","KOTA SUNGAI PENUH","-2.10896","101.32175"
"1601","16","KABUPATEN OGAN KOMERING ULU","KABUPATEN OGAN KOMERING ULU","-4.13333","104.03333"
"1602","16","KABUPATEN OGAN KOMERING ILIR","KABUPATEN OGAN KOMERING ILIR","-3.36667","105.36667"
"1603","16","KABUPATEN MUARA ENIM","KABUPATEN MUARA ENIM","-4.2327","103.6141"
"1604","16","KABUPATEN LAHAT","KABUPATEN LAHAT","-3.7864","103.5428"
"1605","16","KABUPATEN MUSI RAWAS","KABUPATEN MUSI RAWAS","-3.08333","103.2"
"1606","16","KABUPATEN MUSI BANYU ASIN","KABUPATEN MUSI BANYU ASIN","-2.41667","103.75"
"1607","16","KABUPATEN BANYU ASIN","KABUPATEN BANYU ASIN","-2.88333","104.38306"
"1608","16","KABUPATEN OGAN KOMERING ULU SELATAN","KABUPATEN OGAN KOMERING ULU SELATAN","-4.65728","104.00659"
"1609","16","KABUPATEN OGAN KOMERING ULU TIMUR","KABUPATEN OGAN KOMERING ULU TIMUR","-3.85679","104.75209"
"1610","16","KABUPATEN OGAN ILIR","KABUPATEN OGAN ILIR","-3.43186","104.62727"
"1611","16","KABUPATEN EMPAT LAWANG","KABUPATEN EMPAT LAWANG","3.22667","99.09256"
"1612","16","KABUPATEN PENUKAL ABAB LEMATANG ILIR","KABUPATEN PENUKAL ABAB LEMATANG ILIR","-3.21342","104.08722"
"1613","16","KABUPATEN MUSI RAWAS UTARA","KABUPATEN MUSI RAWAS UTARA","-2.48533","103.29346"
"1671","16","KOTA PALEMBANG","KOTA PALEMBANG","-3","104.71667"
"1672","16","KOTA PRABUMULIH","KOTA PRABUMULIH","-3.46202","104.2229"
"1673","16","KOTA PAGAR ALAM","KOTA PAGAR ALAM","-4.13055","103.26822"
"1674","16","KOTA LUBUK LINGGAU","KOTA LUBUK LINGGAU","-3.29308","102.85503"
"1701","17","KABUPATEN BENGKULU SELATAN","KABUPATEN BENGKULU SELATAN","-4.35","103.03333"
"1702","17","KABUPATEN REJANG LEBONG","KABUPATEN REJANG LEBONG","-3.43333","102.71667"
"1703","17","KABUPATEN BENGKULU UTARA","KABUPATEN BENGKULU UTARA","-3.33333","102.05"
"1704","17","KABUPATEN KAUR","KABUPATEN KAUR","-4.78179","103.36109"
"1705","17","KABUPATEN SELUMA","KABUPATEN SELUMA","-3.96644","102.47429"
"1706","17","KABUPATEN MUKOMUKO","KABUPATEN MUKOMUKO","-3.07438","101.54766"
"1707","17","KABUPATEN LEBONG","KABUPATEN LEBONG","-3.24278","102.3349"
"1708","17","KABUPATEN KEPAHIANG","KABUPATEN KEPAHIANG","-3.60194","102.56424"
"1709","17","KABUPATEN BENGKULU TENGAH","KABUPATEN BENGKULU TENGAH","-3.20679","102.12616"
"1771","17","KOTA BENGKULU","KOTA BENGKULU","-3.81667","102.31667"
"1801","18","KABUPATEN LAMPUNG BARAT","KABUPATEN LAMPUNG BARAT","-5.14904","104.19309"
"1802","18","KABUPATEN TANGGAMUS","KABUPATEN TANGGAMUS","-5.38508","104.62349"
"1803","18","KABUPATEN LAMPUNG SELATAN","KABUPATEN LAMPUNG SELATAN","-5.4531","104.9877"
"1804","18","KABUPATEN LAMPUNG TIMUR","KABUPATEN LAMPUNG TIMUR","-5.10273","105.68003"
"1805","18","KABUPATEN LAMPUNG TENGAH","KABUPATEN LAMPUNG TENGAH","-4.86667","105.26667"
"1806","18","KABUPATEN LAMPUNG UTARA","KABUPATEN LAMPUNG UTARA","-4.81667","104.8"
"1807","18","KABUPATEN WAY KANAN","KABUPATEN WAY KANAN","-4.44705","104.52753"
"1808","18","KABUPATEN TULANGBAWANG","KABUPATEN TULANGBAWANG","-4.20604","105.57999"
"1809","18","KABUPATEN PESAWARAN","KABUPATEN PESAWARAN","-5.4298","105.17899"
"1810","18","KABUPATEN PRINGSEWU","KABUPATEN PRINGSEWU","-5.42211","104.93454"
"1811","18","KABUPATEN MESUJI","KABUPATEN MESUJI","-4.0439","105.4013"
"1812","18","KABUPATEN TULANG BAWANG BARAT","KABUPATEN TULANG BAWANG BARAT","-4.43975","105.0444"
"1813","18","KABUPATEN PESISIR BARAT","KABUPATEN PESISIR BARAT","-5.19323","103.93976"
"1871","18","KOTA BANDAR LAMPUNG","KOTA BANDAR LAMPUNG","-5.41667","105.25"
"1872","18","KOTA METRO","KOTA METRO","-5.11856","105.29949"
"1901","19","KABUPATEN BANGKA","KABUPATEN BANGKA","-1.91667","105.93333"
"1902","19","KABUPATEN BELITUNG","KABUPATEN BELITUNG","-2.86667","107.7"
"1903","19","KABUPATEN BANGKA BARAT","KABUPATEN BANGKA BARAT","-1.95839","105.53741"
"1904","19","KABUPATEN BANGKA TENGAH","KABUPATEN BANGKA TENGAH","-2.33989","106.1142"
"1905","19","KABUPATEN BANGKA SELATAN","KABUPATEN BANGKA SELATAN","-2.66803","106.01257"
"1906","19","KABUPATEN BELITUNG TIMUR","KABUPATEN BELITUNG TIMUR","-2.9627","108.15216"
"1971","19","KOTA PANGKAL PINANG","KOTA PANGKAL PINANG","-2.13333","106.13333"
"2101","21","KABUPATEN KARIMUN","KABUPATEN KARIMUN","0.80764","103.41911"
"2102","21","KABUPATEN BINTAN","KABUPATEN BINTAN","0.95","104.61944"
"2103","21","KABUPATEN NATUNA","KABUPATEN NATUNA","4.71417","107.97639"
"2104","21","KABUPATEN LINGGA","KABUPATEN LINGGA","0.2","104.61667"
"2105","21","KABUPATEN KEPULAUAN ANAMBAS","KABUPATEN KEPULAUAN ANAMBAS","3","106"
"2171","21","KOTA BATAM","KOTA BATAM","1.05211","104.02851"
"2172","21","KOTA TANJUNG PINANG","KOTA TANJUNG PINANG","0.91683","104.44329"
